Complexity metrics,Wed, 17 Apr 2019 18:56:46 EDT,
org.apache.commons.codec.language.DoubleMetaphoneTest.doubleMetaphoneNotEqualTest(boolean),1,2,2
org.apache.commons.codec.language.DoubleMetaphoneTest.testCCedilla(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.testCodec184(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.testDoubleMetaphone(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.testEmpty(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.testIsDoubleMetaphoneEqualBasic(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.testIsDoubleMetaphoneEqualExtended1(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.testIsDoubleMetaphoneEqualExtended2(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.testIsDoubleMetaphoneEqualExtended3(),1,3,5
org.apache.commons.codec.language.DoubleMetaphoneTest.testIsDoubleMetaphoneEqualWithMATCHES(),1,3,4
org.apache.commons.codec.language.DoubleMetaphoneTest.testIsDoubleMetaphoneNotEqual(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.testNTilde(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.testSetMaxCodeLength(),1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.validateFixture(String[][]),1,4,4
org.apache.commons.codec.language.MatchRatingApproachEncoder.cleanName(String),1,2,2
org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(Object),2,1,2
org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(String),2,4,5
org.apache.commons.codec.language.MatchRatingApproachEncoder.getFirst3Last3(String),2,2,2
org.apache.commons.codec.language.MatchRatingApproachEncoder.getMinRating(int),1,1,5
"org.apache.commons.codec.language.MatchRatingApproachEncoder.isEncodeEquals(String,String)",6,9,11
org.apache.commons.codec.language.MatchRatingApproachEncoder.isVowel(String),1,5,5
"org.apache.commons.codec.language.MatchRatingApproachEncoder.leftToRightThenRightToLeftProcessing(String,String)",4,3,6
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeAccents(String),2,3,4
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeDoubleConsonants(String),1,3,3
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeVowels(String),2,1,2
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.createStringEncoder(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemovalNormalString_NoChange(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemoval_AllLower_SuccessfullyRemoved(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemoval_ComprehensiveAccentMix_AllSuccessfullyRemoved(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemoval_GerSpanFrenMix_SuccessfullyRemoved(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemoval_MixedWithUnusualChars_SuccessfullyRemovedAndUnusualcharactersInvariant(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemoval_NINO_NoChange(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemoval_NullValue_ReturnNullSuccessfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemoval_UpperandLower_SuccessfullyRemovedAndCaseInvariant(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemoval_WithSpaces_SuccessfullyRemovedAndSpacesInvariant(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompareNameNullSpace_ReturnsFalseSuccessfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompareNameSameNames_ReturnsFalseSuccessfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompareNameToSingleLetter_KARL_C_DoesNotMatch(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_BRIAN_BRYAN_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_BURNS_BOURNE_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_CATHERINE_KATHRYN_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_COLM_COLIN_WithAccentsAndSymbolsAndSpaces_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_FRANCISZEK_FRANCES_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Forenames_SEAN_JOHN_MatchExpected(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Forenames_SEAN_PETE_NoMatchExpected(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Forenames_UNA_OONAGH_ShouldSuccessfullyMatchButDoesNot(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_KARL_ALESSANDRO_DoesNotMatch(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_LongSurnames_MORIARTY_OMUIRCHEARTAIGH_DoesNotSuccessfulMatch(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_LongSurnames_OMUIRCHEARTAIGH_OMIREADHAIGH_SuccessfulMatch(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_MCGOWAN_MCGEOGHEGAN_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_MICKY_MICHAEL_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_OONA_OONAGH_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_PETERSON_PETERS_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SAM_SAMUEL_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SEAN_SHAUN_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SMITH_SMYTH_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SOPHIE_SOFIA_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_STEPHEN_STEFAN_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_STEPHEN_STEVEN_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_STEVEN_STEFAN_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_ShortNames_AL_ED_WorksButNoMatch(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SmallInput_CARK_Kl_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SurnameCornerCase_Nulls_NoMatch(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_AUERBACH_UHRBACH_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_COOPERFLYNN_SUPERLYN_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_HAILEY_HALLEY_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_LEWINSKY_LEVINSKI_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_LIPSHITZ_LIPPSZYC_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_MOSKOWITZ_MOSKOVITZ_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_OSULLIVAN_OSUILLEABHAIN_SuccessfulMatch(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_PRZEMYSL_PSHEMESHIL_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_ROSOCHOWACIEC_ROSOKHOVATSETS_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_SZLAMAWICZ_SHLAMOVITZ_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SurnamesCornerCase_MURPHY_NoSpace_NoMatch(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SurnamesCornerCase_MURPHY_Space_NoMatch(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surnames_MURPHY_LYNCH_NoMatchExpected(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_TOMASZ_TOM_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_ZACH_ZAKARIA_SuccessfullyMatched(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetEncoding_HARPER_HRPR(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetEncoding_NoSpace_to_Nothing(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetEncoding_Null_to_Nothing(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetEncoding_One_Letter_to_Nothing(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetEncoding_SMITH_to_SMTH(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetEncoding_SMYTH_to_SMYTH(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetEncoding_Space_to_Nothing(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetFirstLast3_PETE_Returns_PETE(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetFirstLast3__ALEXANDER_Returns_Aleder(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetMinRating_13_Returns_1_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetMinRating_1_Returns5_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetMinRating_2_Returns5_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetMinRating_7_Return4_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testIsVowel_CapitalA_ReturnsTrue(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testIsVowel_SmallD_ReturnsFalse(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testRemoveDoubleConsonants_MISSISSIPPI_RemovedSuccessfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testRemoveDoubleDoubleVowel_BEETLE_NotRemoved(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testRemoveSingleDoubleConsonants_BUBLE_RemovedSuccessfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testRemoveVowel_ALESSANDRA_Returns_ALSSNDR(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testRemoveVowel__AIDAN_Returns_ADN(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testRemoveVowel__DECLAN_Returns_DCLN(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testcleanName_SuccessfullyClean(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testgetMinRating_10_Returns3_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testgetMinRating_11_Returns_3_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testgetMinRating_5_Returns4_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testgetMinRating_5_Returns4_Successfully2(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testgetMinRating_6_Returns4_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testgetMinRating_7_Returns4_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testgetMinRating_8_Returns3_Successfully(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisEncodeEqualsSecondNameJust1Letter_ReturnsFalse(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisEncodeEquals_CornerCase_FirstNameJust1Letter_ReturnsFalse(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisEncodeEquals_CornerCase_FirstNameJustSpace_ReturnsFalse(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisEncodeEquals_CornerCase_FirstNameNothing_ReturnsFalse(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisEncodeEquals_CornerCase_FirstNameNull_ReturnsFalse(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisEncodeEquals_CornerCase_SecondNameJustSpace_ReturnsFalse(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisEncodeEquals_CornerCase_SecondNameNothing_ReturnsFalse(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisEncodeEquals_CornerCase_SecondNameNull_ReturnsFalse(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisVowel_SingleVowel_ReturnsTrue(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testleftTorightThenRightToLeft_ALEXANDER_ALEXANDRA_Returns4(),1,1,1
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testleftTorightThenRightToLeft_EINSTEIN_MICHAELA_Returns0(),1,1,1
org.apache.commons.codec.language.Metaphone.Metaphone(),1,1,1
org.apache.commons.codec.language.Metaphone.encode(Object),2,1,2
org.apache.commons.codec.language.Metaphone.encode(String),1,1,1
org.apache.commons.codec.language.Metaphone.getMaxCodeLen(),1,1,1
"org.apache.commons.codec.language.Metaphone.isLastChar(int,int)",1,1,1
"org.apache.commons.codec.language.Metaphone.isMetaphoneEqual(String,String)",1,1,1
"org.apache.commons.codec.language.Metaphone.isNextChar(StringBuilder,int,char)",1,3,3
"org.apache.commons.codec.language.Metaphone.isPreviousChar(StringBuilder,int,char)",1,3,3
"org.apache.commons.codec.language.Metaphone.isVowel(StringBuilder,int)",1,1,1
org.apache.commons.codec.language.Metaphone.metaphone(String),5,51,81
"org.apache.commons.codec.language.Metaphone.regionMatch(StringBuilder,int,String)",1,3,3
org.apache.commons.codec.language.Metaphone.setMaxCodeLen(int),1,1,1
"org.apache.commons.codec.language.MetaphoneTest.assertIsMetaphoneEqual(String,String[])",1,4,4
org.apache.commons.codec.language.MetaphoneTest.assertMetaphoneEqual(String[][]),1,2,2
org.apache.commons.codec.language.MetaphoneTest.createStringEncoder(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testDiscardOfSCEOrSCIOrSCY(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testDiscardOfSilentGN(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testDiscardOfSilentHAfterG(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testExceedLength(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqual1(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqual2(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualAero(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualAlbert(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualGary(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualJohn(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualKnight(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualMary(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualParis(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualPeter(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualRay(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualSusan(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualWhite(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualWright(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualXalan(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testMetaphone(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testPHTOF(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testSHAndSIOAndSIAToX(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testSetMaxLengthWithTruncation(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testTCH(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testTIOAndTIAToX(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testTranslateOfSCHAndCH(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testTranslateToJOfDGEOrDGIOrDGY(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testWhy(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testWordEndingInMB(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.testWordsWithCIA(),1,1,1
org.apache.commons.codec.language.MetaphoneTest.validateFixture(String[][]),1,4,4
org.apache.commons.codec.language.Nysiis.Nysiis(),1,1,1
org.apache.commons.codec.language.Nysiis.Nysiis(boolean),1,1,1
org.apache.commons.codec.language.Nysiis.encode(Object),2,1,2
org.apache.commons.codec.language.Nysiis.encode(String),1,1,1
org.apache.commons.codec.language.Nysiis.isStrict(),1,1,1
org.apache.commons.codec.language.Nysiis.isVowel(char),1,1,5
org.apache.commons.codec.language.Nysiis.nysiis(String),3,9,14
"org.apache.commons.codec.language.Nysiis.transcodeRemaining(char,char,char,char)",12,4,19
org.apache.commons.codec.language.NysiisTest.assertEncodings(String[]...),1,2,2
org.apache.commons.codec.language.NysiisTest.createStringEncoder(),1,1,1
"org.apache.commons.codec.language.NysiisTest.encodeAll(String[],String)",1,2,2
org.apache.commons.codec.language.NysiisTest.testBran(),1,1,1
org.apache.commons.codec.language.NysiisTest.testCap(),1,1,1
org.apache.commons.codec.language.NysiisTest.testDad(),1,1,1
org.apache.commons.codec.language.NysiisTest.testDan(),1,1,1
org.apache.commons.codec.language.NysiisTest.testDropBy(),1,1,1
org.apache.commons.codec.language.NysiisTest.testFal(),1,1,1
org.apache.commons.codec.language.NysiisTest.testOthers(),1,1,1
org.apache.commons.codec.language.NysiisTest.testRule1(),1,1,1
org.apache.commons.codec.language.NysiisTest.testRule2(),1,1,1
org.apache.commons.codec.language.NysiisTest.testRule4Dot1(),1,1,1
org.apache.commons.codec.language.NysiisTest.testRule4Dot2(),1,1,1
org.apache.commons.codec.language.NysiisTest.testRule5(),1,1,1
org.apache.commons.codec.language.NysiisTest.testRule6(),1,1,1
org.apache.commons.codec.language.NysiisTest.testRule7(),1,1,1
org.apache.commons.codec.language.NysiisTest.testSnad(),1,1,1
org.apache.commons.codec.language.NysiisTest.testSnat(),1,1,1
org.apache.commons.codec.language.NysiisTest.testSpecialBranches(),1,1,1
org.apache.commons.codec.language.NysiisTest.testTranan(),1,1,1
org.apache.commons.codec.language.NysiisTest.testTrueVariant(),1,1,1
org.apache.commons.codec.language.RefinedSoundex.RefinedSoundex(),1,1,1
org.apache.commons.codec.language.RefinedSoundex.RefinedSoundex(String),1,1,1
org.apache.commons.codec.language.RefinedSoundex.RefinedSoundex(char[]),1,1,1
"org.apache.commons.codec.language.RefinedSoundex.difference(String,String)",1,1,1
org.apache.commons.codec.language.RefinedSoundex.encode(Object),2,1,2
org.apache.commons.codec.language.RefinedSoundex.encode(String),1,1,1
org.apache.commons.codec.language.RefinedSoundex.getMappingCode(char),2,1,2
org.apache.commons.codec.language.RefinedSoundex.soundex(String),5,4,6
org.apache.commons.codec.language.RefinedSoundexTest.createStringEncoder(),1,1,1
org.apache.commons.codec.language.RefinedSoundexTest.testDifference(),1,1,1
org.apache.commons.codec.language.RefinedSoundexTest.testEncode(),1,1,1
org.apache.commons.codec.language.RefinedSoundexTest.testGetMappingCodeNonLetter(),1,1,1
org.apache.commons.codec.language.RefinedSoundexTest.testNewInstance(),1,1,1
org.apache.commons.codec.language.RefinedSoundexTest.testNewInstance2(),1,1,1
org.apache.commons.codec.language.RefinedSoundexTest.testNewInstance3(),1,1,1
org.apache.commons.codec.language.Soundex.Soundex(),1,1,1
org.apache.commons.codec.language.Soundex.Soundex(String),1,1,1
"org.apache.commons.codec.language.Soundex.Soundex(String,boolean)",1,1,1
org.apache.commons.codec.language.Soundex.Soundex(char[]),1,1,1
"org.apache.commons.codec.language.Soundex.difference(String,String)",1,1,1
org.apache.commons.codec.language.Soundex.encode(Object),2,1,2
org.apache.commons.codec.language.Soundex.encode(String),1,1,1
org.apache.commons.codec.language.Soundex.getMaxLength(),1,1,1
org.apache.commons.codec.language.Soundex.hasMarker(char[]),3,1,3
org.apache.commons.codec.language.Soundex.map(char),2,1,3
org.apache.commons.codec.language.Soundex.setMaxLength(int),1,1,1
org.apache.commons.codec.language.Soundex.soundex(String),6,3,11
org.apache.commons.codec.language.SoundexTest.createStringEncoder(),1,1,1
org.apache.commons.codec.language.SoundexTest.testB650(),1,1,1
org.apache.commons.codec.language.SoundexTest.testBadCharacters(),1,1,1
org.apache.commons.codec.language.SoundexTest.testDifference(),1,1,1
org.apache.commons.codec.language.SoundexTest.testEncodeBasic(),1,1,1
org.apache.commons.codec.language.SoundexTest.testEncodeBatch2(),1,1,1
org.apache.commons.codec.language.SoundexTest.testEncodeBatch3(),1,1,1
org.apache.commons.codec.language.SoundexTest.testEncodeBatch4(),1,1,1
org.apache.commons.codec.language.SoundexTest.testEncodeIgnoreApostrophes(),1,1,1
org.apache.commons.codec.language.SoundexTest.testEncodeIgnoreHyphens(),1,1,1
org.apache.commons.codec.language.SoundexTest.testEncodeIgnoreTrimmable(),1,1,1
org.apache.commons.codec.language.SoundexTest.testGenealogy(),1,1,1
org.apache.commons.codec.language.SoundexTest.testHWRuleEx1(),1,1,1
org.apache.commons.codec.language.SoundexTest.testHWRuleEx2(),1,1,1
org.apache.commons.codec.language.SoundexTest.testHWRuleEx3(),1,1,1
org.apache.commons.codec.language.SoundexTest.testMsSqlServer1(),1,1,1
org.apache.commons.codec.language.SoundexTest.testMsSqlServer2(),1,1,1
org.apache.commons.codec.language.SoundexTest.testMsSqlServer3(),1,1,1
org.apache.commons.codec.language.SoundexTest.testNewInstance(),1,1,1
org.apache.commons.codec.language.SoundexTest.testNewInstance2(),1,1,1
org.apache.commons.codec.language.SoundexTest.testNewInstance3(),1,1,1
org.apache.commons.codec.language.SoundexTest.testSimplifiedSoundex(),1,1,1
org.apache.commons.codec.language.SoundexTest.testSoundexUtilsConstructable(),1,1,1
org.apache.commons.codec.language.SoundexTest.testSoundexUtilsNullBehaviour(),1,1,1
org.apache.commons.codec.language.SoundexTest.testUsEnglishStatic(),1,1,1
org.apache.commons.codec.language.SoundexTest.testUsMappingEWithAcute(),1,2,3
org.apache.commons.codec.language.SoundexTest.testUsMappingOWithDiaeresis(),1,2,3
org.apache.commons.codec.language.SoundexTest.testWikipediaAmericanSoundex(),1,1,1
org.apache.commons.codec.language.SoundexUtils.clean(String),3,5,6
"org.apache.commons.codec.language.SoundexUtils.difference(StringEncoder,String,String)",1,1,1
"org.apache.commons.codec.language.SoundexUtils.differenceEncoded(String,String)",2,2,5
org.apache.commons.codec.language.bm.BeiderMorseEncoder.encode(Object),2,1,2
org.apache.commons.codec.language.bm.BeiderMorseEncoder.encode(String),2,1,2
org.apache.commons.codec.language.bm.BeiderMorseEncoder.getNameType(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoder.getRuleType(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoder.isConcat(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setConcat(boolean),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setMaxPhonemes(int),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setNameType(NameType),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setRuleType(RuleType),1,1,1
"org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.assertNotEmpty(BeiderMorseEncoder,String)",1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.createGenericApproxEncoder(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.createStringEncoder(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testAllChars(),1,2,2
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testAsciiEncodeNotEmpty1Letter(),1,2,2
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testAsciiEncodeNotEmpty2Letters(),1,3,3
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testEncodeAtzNotEmpty(),1,2,2
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testEncodeGna(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testInvalidLangIllegalArgumentException(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testInvalidLangIllegalStateException(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testInvalidLanguageIllegalArgumentException(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testLongestEnglishSurname(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testNegativeIndexForRuleMatchIndexOutOfBoundsException(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testOOM(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testSetConcat(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testSetNameTypeAsh(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testSetRuleTypeExact(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testSetRuleTypeToRulesIllegalArgumentException(),1,1,1
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testSpeedCheck(),1,2,3
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testSpeedCheck2(),1,2,2
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testSpeedCheck3(),1,2,2
org.apache.commons.codec.language.bm.CacheSubSequencePerformanceTest.cacheSubSequence(CharSequence),2,2,3
org.apache.commons.codec.language.bm.CacheSubSequencePerformanceTest.test(),1,1,1
org.apache.commons.codec.language.bm.CacheSubSequencePerformanceTest.test(CharSequence),1,3,3
"org.apache.commons.codec.language.bm.CacheSubSequencePerformanceTest.test(CharSequence,int)",1,2,2
"org.apache.commons.codec.language.bm.Lang.Lang(List<LangRule>,Languages)",1,1,1
"org.apache.commons.codec.language.bm.Lang.LangRule.LangRule(Pattern,Set<String>,boolean)",1,1,1
